Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
634264,Rosewood Like Judgment Day,Michael D'Orso,"D'Orso, Michael",,"=""1572972564""","=""9781572972568""",0,4.24,Berkley Trade,Paperback,373,1996,1996,,2020/06/09,to-read,to-read (#309),to-read,,,,0,0
52108552,The Impossible First: From Fire to Ice—Crossing Antarctica Alone,Colin O'Brady,"O'Brady, Colin",,"=""1982133112""","=""9781982133115""",4,4.22,Scribner,Hardcover,304,2020,2020,2020/06/07,2020/05/28,"audiobook, biography, nonfiction, sports, library, overdrive","audiobook (#127), biography (#8), nonfiction (#25), sports (#9), library (#130), overdrive (#97)",read,,,,1,0
546018,Roots: The Saga of an American Family,Alex Haley,"Haley, Alex",,"=""0440174643""","=""9780440174646""",0,4.44,Dell Publishing Company,Mass Market Paperback,888,1980,1976,,2020/06/05,to-read,to-read (#308),to-read,,,,0,0
92057,The Autobiography of Malcolm X,Malcolm X,"X, Malcolm",Alex Haley,"=""""","=""""",0,4.35,Ballantine Books,Mass Market Paperback,527,2015,1965,,2020/06/05,to-read,to-read (#307),to-read,,,,0,0
39105,Love Poems,Nikki Giovanni,"Giovanni, Nikki",,"=""0688149898""","=""9780688149895""",0,4.22,William Morrow,Hardcover,96,1997,1997,,2020/06/05,to-read,to-read (#306),to-read,,,,0,0
829313,Miles: The Autobiography,Miles Davis,"Davis, Miles",Quincy Troupe,"=""0671725823""","=""9780671725822""",0,4.20,Simon & Schuster,Paperback,448,1990,1989,,2020/06/05,to-read,to-read (#305),to-read,,,,0,0
464260,The Fire Next Time,James Baldwin,"Baldwin, James",,"=""067974472X""","=""9780679744726""",0,4.54,Vintage,Paperback,106,1993,1963,,2020/06/05,to-read,to-read (#304),to-read,,,,0,0
15796700,Americanah,Chimamanda Ngozi Adichie,"Adichie, Chimamanda Ngozi",Jashar Awan,"=""""","=""""",0,4.32,Alfred A. Knopf,Hardcover,477,2013,2013,,2020/06/05,to-read,to-read (#303),to-read,,,,0,0
27071490,Homegoing,Yaa Gyasi,"Gyasi, Yaa",,"=""""","=""""",0,4.47,Alfred A. Knopf,Hardcover,305,2016,2016,,2020/06/05,to-read,to-read (#302),to-read,,,,0,0
51901147,"The Ballad of Songbirds and Snakes (The Hunger Games, #0)",Suzanne Collins,"Collins, Suzanne",,"=""""","=""""",0,3.83,Scholastic Press,Kindle Edition,541,2020,2020,,2020/06/05,to-read,to-read (#301),to-read,,,,0,0
51791252,The Vanishing Half,Brit Bennett,"Bennett, Brit",,"=""""","=""""",0,4.17,Riverhead Books,Hardcover,343,2020,2020,,2020/06/05,to-read,to-read (#300),to-read,,,,0,0
36978059,A River of Stars,Vanessa Hua,"Hua, Vanessa",,"=""0399178783""","=""9780399178788""",0,3.59,Ballantine Books,Hardcover,289,2018,2018,,2020/06/05,to-read,to-read (#299),to-read,,,,0,0
685,The Natural,Bernard Malamud,"Malamud, Bernard",Kevin Baker,"=""0374502005""","=""9780374502003""",0,3.62,"Farrar, Straus and Giroux",Paperback,231,2003,1952,,2020/06/03,to-read,to-read (#298),to-read,,,,0,0
50155073,"Basketball (and Other Things): A Collection of Questions Asked, Answered, Illustrated",Shea Serrano,"Serrano, Shea","Sean Crisden, Reggie Miller","=""""","=""""",5,4.40,Tantor Audio,Audible Audio,,2017,2017,2020/06/02,2017/12/31,"audiobook, nonfiction, overdrive, sports, library","audiobook (#126), nonfiction (#24), overdrive (#96), sports (#8), library (#129)",read,"This was a fun book, filled with great questions and answers about basketball. Only thing I didn't love was the narrator mispronounced some of the player's names. Otherwise, a few passages had me laughing out loud.",,,1,0
282459,Subtle Is the Lord: The Science and the Life of Albert Einstein,Abraham Pais,"Pais, Abraham",Roger Penrose,"=""0192806726""","=""9780192806727""",0,4.32,OUP UK,Paperback,576,2005,1982,,2020/05/30,to-read,to-read (#297),to-read,,,,0,0
50743550,"The Back Roads to March: The Unsung, Unheralded, and Unknown Heroes of a College Basketball Season",John Feinstein,"Feinstein, John",,"=""0385544480""","=""9780385544481""",0,3.88,Doubleday Books,Hardcover,417,2020,2020,,2020/05/28,to-read,to-read (#296),to-read,,,,0,0
10410420,"Bottom of the 33rd: Hope, Redemption, and Baseball's Longest Game",Dan Barry,"Barry, Dan",,"=""006201448X""","=""9780062014481""",5,4.07,Harper,Hardcover,259,2011,2010,2020/05/27,2020/05/28,"audiobook, nonfiction, library, overdrive, sports","audiobook (#125), nonfiction (#23), library (#128), overdrive (#95), sports (#7)",read,"Minor league baseball is great because generally the stands are more empty, the players - while ultra talented - make mistakes that allow the spectator to feel like maybe they could have a successful at bat once or twice, and the atmosphere is more laid back. You also potentially get a chance to see the next great player, all while acknowledging that most people on the field will never make it, but they still get to play a great game for work. This book does a wonderful job detailing all of those things with the setting being the longest game ever played. That Wade Boggs and Cal Ripken, Jr. played in the game makes it that much more interesting. Dan Barry's writing about the game is perfect and it makes me wish I could go catch a game right now (though I'd happily settle for only 9 innings!)",,,1,0
35356383,"To Shake the Sleeping Self: A Journey from Oregon to Patagonia, and a Quest for a Life with No Regret",Jedidiah Jenkins,"Jenkins, Jedidiah",,"=""1524761389""","=""9781524761387""",4,3.93,Convergent Books,Hardcover,336,2018,2018,2020/05/21,2020/05/21,"audiobook, nonfiction, biography, library, overdrive","audiobook (#124), nonfiction (#22), biography (#7), library (#127), overdrive (#94)",read,"This story of riding more than 10,000 miles to go from the top of the continental US to the end of South America is impressive based on the accomplishment on its own. The stories of the experiences and sites make me want to see some of the same places (though I'd take a different mode of transportation!) Investigations into the questions around life were interesting, too. I was disappointed that some of the questions Jedidiah asked himself were not resolved and the discussions with loved ones he would have needed to have didn't happen. But, that is part of his journey. ",,,1,0
33931045,The Chicago Cubs: Story of a Curse,Rich Cohen,"Cohen, Rich",,"=""0374120927""","=""9780374120924""",5,4.28,"Farrar, Straus and Giroux",Hardcover,273,2017,2017,,2020/05/16,"audible, audiobook, nonfiction, sports","audible (#15), audiobook (#123), nonfiction (#21), sports (#6)",read,,,,1,0
17290229,Wrigley Field: An Oral and Narrative History of the Home of the Chicago Cubs,Ira Berkow,"Berkow, Ira",,"=""1584799153""","=""9781584799153""",0,3.91,Harry N. Abrams,Hardcover,224,2014,2014,,2020/05/16,to-read,to-read (#295),to-read,,,,0,0
27160919,The Fermented Man: A Year on the Front Lines of a Food Revolution,Derek Dellinger,"Dellinger, Derek",,"=""1468309013""","=""9781468309010""",4,3.61,Harry N. Abrams,Hardcover,288,2016,2016,2020/05/13,2020/04/05,"audiobook, library, overdrive, science, nonfiction","audiobook (#122), library (#126), overdrive (#93), science (#2), nonfiction (#20)",read,"During this pandemic, I've gotten slightly obsessed with fermentation. I'm maintaining a sourdough starter and making lots of bread, making yogurt, and kombucha. I was excited about this book - a story of a guy who decides to only eat fermented food for a year. I thought he did a good job, though the book became more about individual approaches to fermentation of different types of food rather than a true story of his year. There were some parts where he veered off to talk about the problems with people being critical of fermentation when their diet is just as questionable. I thought this was fine, but lost focus on fermentation specifically. I'd recommend it as something to read if you're in a fermentation phase, but someone who doesn't care about fermentation should probably skip.",,,1,0
39221102,"The Impossible Climb: Alex Honnold, El Capitan, and the Climbing Life",Mark Synnott,"Synnott, Mark",,"=""1101986646""","=""9781101986646""",4,4.20,Dutton Books,Hardcover,416,2019,2019,2020/05/07,2020/05/07,"audiobook, library, nonfiction, overdrive, sports","audiobook (#121), library (#125), nonfiction (#19), overdrive (#92), sports (#5)",read,"I have no interest to do anything like what is detailed in this book. I was barely able to make it through the documentary of Alex Honnold's climb of El Capitan. This book brought the same types of weak-knee, sweaty palm feelings as the documentary. But, it is well written, and for my tastes, a great substitute to needing to scale a mountain on my own. The stories about the other experiences and history of climbing fill out the book well - it's nice to hear a variety of stories and get the context beyond just Honnold. The detailing of people who have fallen to their deaths is terrifying and sad, but important to include. ",,,1,0
37966379,Basketball: A Love Story,Jackie MacMullan,"MacMullan, Jackie","Rafe Bartholomew, Dan Klores","=""052552939X""","=""9780525529392""",5,4.19,Books on Tape,Audio CD,,2018,2018,2020/05/03,2020/05/03,"sports, nonfiction, overdrive, audiobook, library","sports (#4), nonfiction (#18), overdrive (#91), audiobook (#120), library (#124)",read,"This was a great book - an oral history of the game. They cover a broad variety of topics from gambling to the Dream Team to the WNBA to MJ. Because you're hearing from the players and coaches directly, you can sense their love for the sport, and that translates to the reader. It's not quite as good as actually watching basketball, but since we don't have that option right now, I'll take this book!",,,1,0
17707535,Exodus: A Memoir,Deborah Feldman,"Feldman, Deborah",,"=""0399162771""","=""9780399162770""",0,3.44,Blue Rider Press,Hardcover,304,2014,2014,,2020/04/04,to-read,to-read (#274),to-read,,,,0,0
18453086,Michael Jordan: The Life,Roland Lazenby,"Lazenby, Roland",,"=""0316194778""","=""9780316194778""",0,4.32,"Little, Brown and Company",Hardcover,720,2014,2014,,2020/04/27,to-read,to-read (#294),to-read,,,,0,0
42261223,The Sixth Man,Andre Iguodala,"Iguodala, Andre",Carvell Wallace,"=""0525533982""","=""9780525533986""",4,4.09,Blue Rider Press,Hardcover,256,2019,2019,2020/04/27,2019/12/28,"audiobook, library, overdrive, sports, nonfiction, biography","audiobook (#119), library (#123), overdrive (#90), sports (#3), nonfiction (#17), biography (#6)",read,"I really enjoyed this book. Iguodala is someone I've always known about, but not necessarily followed or been a huge fan. This book was honest and insightful, and the fact that he grew up in Illinois and is only a year older than me means he was telling stories about Illinois high school basketball that I remember, too! I appreciated his insights and his realistic look at the business surrounding basketball at all levels. ",,,1,0
48709247,Wilmington's Lie: The Murderous Coup of 1898 and the Rise of White Supremacy,David Zucchino,"Zucchino, David",,"=""""","=""""",0,4.44,Atlantic Monthly Press,Kindle Edition,336,2020,2020,,2020/04/27,to-read,to-read (#293),to-read,,,,0,0
268921,Only the Strong Survive: The Odyssey of Allen Iverson,Larry Platt,"Platt, Larry",,"=""0060097744""","=""9780060097745""",0,4.23,It Books,Paperback,272,2003,2002,,2020/04/26,to-read,to-read (#292),to-read,,,,0,0
25111328,438 Days: An Extraordinary True Story of Survival at Sea,Jonathan  Franklin,"Franklin, Jonathan",,"=""1501116290""","=""9781501116292""",5,4.32,Atria Books,Hardcover,288,2015,2015,2020/04/24,2020/04/24,"audiobook, overdrive, nonfiction, library","audiobook (#118), overdrive (#89), nonfiction (#16), library (#122)",read,,,,1,0
6276290,"Red and Me: My Coach, My Lifelong Friend",Bill    Russell,"Russell, Bill","Alan Steinberg, Alan J. Steinberg","=""0061766143""","=""9780061766145""",0,4.11,Harper,Hardcover,208,2009,2009,,2020/04/20,to-read,to-read (#291),to-read,,,,0,0
1604586,Rare Air: Michael on Michael,Mark Vancil,"Vancil, Mark",,"=""0006382568""","=""9780006382560""",0,4.12,Collins,Paperback,111,1993,1993,,2020/04/20,to-read,to-read (#290),to-read,,,,0,0
27276461,The Boys of Dunbar: The Story of the Greatest High School Basketball Team,Alejandro Danois,"Danois, Alejandro",,"=""1451666977""","=""9781451666977""",5,4.16,Simon & Schuster,Hardcover,272,2016,2016,2020/04/20,2020/04/20,"audiobook, sports, nonfiction, library, overdrive","audiobook (#117), sports (#2), nonfiction (#15), library (#121), overdrive (#88)",read,"I loved this book. A well-written history of a team I knew nothing about, but did know about, and watched, many of its players once they reached the NBA. Highly recommended for anyone that played or watched high school basketball and likes to read about how teams form through individual adversity into success as a group. ",,,1,0
52027218,Always Day One: How the Tech Titans Plan to Stay on Top Forever,Alex Kantrowitz,"Kantrowitz, Alex",,"=""0593083482""","=""9780593083482""",0,3.89,Portfolio,Hardcover,272,2020,,,2020/04/19,to-read,to-read (#289),to-read,,,,0,0
45152861,"Fan in Chief: Richard Nixon and American Sports, 1969-1974",Nicholas Evan Sarantakes,"Sarantakes, Nicholas Evan",,"=""0700628533""","=""9780700628537""",0,4.44,University Press of Kansas,Paperback,360,2019,,,2020/04/18,to-read,to-read (#288),to-read,,,,0,0
4163,Values of the Game,Bill Bradley,"Bradley, Bill",Phil Jackson,"=""157965116X""","=""9781579651169""",0,3.89,Artisan,Hardcover,160,1998,1998,,2020/04/18,to-read,to-read (#287),to-read,,,,0,0
296748,Life on the Run,Bill Bradley,"Bradley, Bill",,"=""0679762086""","=""9780679762089""",0,4.07,Vintage,Paperback,240,1995,1976,,2020/04/18,to-read,to-read (#286),to-read,,,,0,0
243707,A Sense of Where You Are: Bill Bradley at Princeton,John McPhee,"McPhee, John",,"=""0374526893""","=""9780374526894""",0,4.09,"Farrar, Straus and Giroux",Paperback,144,1999,1965,,2020/04/18,to-read,to-read (#285),to-read,,,,0,0
38897253,Basketball: A Love Story,Jackie MacMullan,"MacMullan, Jackie",Rafe Bartholomew,"=""""","=""""",0,4.19,Crown Archetype,Kindle Edition,448,2018,2018,,2020/04/18,currently-reading,currently-reading (#9),currently-reading,,,,1,0
49757564,Every Drop of Blood: The Momentous Second Inauguration of Abraham Lincoln,Edward Achorn,"Achorn, Edward",,"=""0802148743""","=""9780802148742""",0,4.26,Atlantic Monthly Press,Hardcover,336,2020,2020,,2020/04/16,to-read,to-read (#284),to-read,,,,0,0
40696937,Yogi: A Life Behind the Mask,Jon Pessah,"Pessah, Jon",,"=""0316310999""","=""9780316310994""",0,4.51,"Little, Brown and Company",Hardcover,576,2020,2020,,2020/04/16,to-read,to-read (#283),to-read,,,,0,0
33684,"Fab Five: Basketball, Trash Talk, the American Dream",Mitch Albom,"Albom, Mitch",,"=""0446601195""","=""9780446601191""",0,4.29,Grand Central Publishing,Paperback,417,1994,1993,,2020/04/15,to-read,to-read (#282),to-read,,,,0,0
52669505,The End of October,Lawrence Wright,"Wright, Lawrence",,"=""0525658653""","=""9780525658658""",0,3.76,Alfred A. Knopf,Hardcover,380,2020,2020,,2020/04/15,to-read,to-read (#281),to-read,,,,0,0
13152668,"Dream Team: How Michael, Magic, Larry, Charles, and the Greatest Team of All Time Conquered the World and Changed the Game of Basketball Forever",Jack McCallum,"McCallum, Jack",,"=""0345520483""","=""9780345520487""",5,4.21,Ballantine Books,Hardcover,352,2012,2012,2020/04/14,2020/03/20,"audible, audiobook","audible (#14), audiobook (#116)",read,"I loved this book. In a book about Olympic basketball with the greatest players to ever play, the biggest focus on a game was an intra-team scrimmage makes it all that much better. Stories about Jordan and Pippen were the best because of my love for those 90s Bulls teams, but hearing about everyone else brought me new appreciation for Bird, Stockton, and Malone. The book makes me nostalgic for those players, and it also serves as an excellent distraction from the world we currently live in, especially since we are currently lacking sports and the Olympics has been pushed back.",,,1,0
18170143,An Astronaut's Guide to Life on Earth,Chris Hadfield,"Hadfield, Chris",,"=""0316253014""","=""9780316253017""",0,4.16,"Little, Brown and Company",Hardcover,295,2013,2013,,2020/04/14,to-read,to-read (#280),to-read,,,,0,0
42388197,Searching for Sylvie Lee,Jean Kwok,"Kwok, Jean",,"=""""","=""""",0,3.65,William Morrow,Kindle Edition,335,2019,2019,,2020/04/13,to-read,to-read (#279),to-read,,,,0,0
44074800,The Southern Book Club's Guide to Slaying Vampires,Grady Hendrix,"Hendrix, Grady",,"=""""","=""""",0,3.82,Quirk Books,Kindle Edition,410,2020,2020,,2020/04/13,to-read,to-read (#278),to-read,,,,0,0
53108543,Duplicity (On the Run #7),Sara Rosett,"Rosett, Sara",,"=""""","=""9781950054237""",0,4.17,,Paperback,300,2020,2020,,2020/04/13,to-read,to-read (#277),to-read,,,,0,0
40624439,When the Game Was Ours,Larry Bird,"Bird, Larry","Earvin ""Magic"" Johnson, Jackie MacMullan","=""""","=""""",0,4.21,Mariner Books,Kindle Edition,369,2009,2009,,2020/04/08,to-read,to-read (#276),to-read,,,,0,0
51734435,More than Ready: Be Strong and Be You . . . and Other Lessons for Women of Color on the Rise,Cecilia Muñoz,"Muñoz, Cecilia",,"=""1580059481""","=""9781580059480""",0,4.27,Seal Press,Hardcover,224,2020,2020,,2020/04/07,to-read,to-read (#275),to-read,,,,0,0
53011908,"Catch and Kill: Lies, Spies, and a Conspiracy to Protect Predators",Ronan Farrow,"Farrow, Ronan",,"=""0316486639""","=""9780316486637""",5,4.41,"Little, Brown and Company",Hardcover,448,2019,2019,,2019/12/03,"audiobook, library, overdrive","audiobook (#90), library (#96), overdrive (#70)",read,"Engaging book that uncovered infuriating wings committed by those in power.<br/><br/>In the audiobook, Farrow does an excellent job with accents, so it is worth the listen.",,,1,0
45892265,The Cactus League,Emily Nemens,"Nemens, Emily",,"=""0374117942""","=""9780374117948""",3,3.45,"Farrar, Straus and Giroux",Hardcover,275,2020,2020,2020/04/06,2020/03/20,"audible, audiobook, fiction, sports","audible (#13), audiobook (#115), fiction (#2), sports (#1)",read,,,,1,0
13547241,Unorthodox: The Scandalous Rejection of My Hasidic Roots,Deborah Feldman,"Feldman, Deborah",Katalin Getto,"=""1439187010""","=""9781439187012""",0,3.98,Simon  Schuster,Paperback,262,2012,2012,,2020/04/04,to-read,to-read (#273),to-read,,,,0,0
49127736,Buzz Saw: The Improbable Story of How the Washington Nationals Won the World Series,Jesse Dougherty,"Dougherty, Jesse",,"=""1982152265""","=""9781982152260""",0,4.40,Simon  Schuster,Hardcover,320,2020,2020,,2020/03/31,to-read,to-read (#272),to-read,,,,0,0
13425570,How Will You Measure Your Life?,Clayton M. Christensen,"Christensen, Clayton M.","James Allworth, Karen Dillon, Daniela Caggiati","=""0062102427""","=""9780062102423""",3,4.06,Harper Business,ebook,240,2012,2012,2020/03/31,2020/03/31,"audiobook, business, nonfiction, library, overdrive","audiobook (#114), business (#3), nonfiction (#14), library (#120), overdrive (#87)",read,,,,1,0
52858213,Jay-Z: Made in America,Michael Eric Dyson,"Dyson, Michael Eric",,"=""1250762898""","=""9781250762894""",4,3.71,MacMillan Audio,Audiobook,,2019,2019,,2019/12/28,"audible, audiobook, nonfiction, biography","audible (#10), audiobook (#99), nonfiction (#1), biography (#1)",read,"I enjoyed this book - Dyson goes into depth analyzing Jay-Z's career, his lyrics, and his lasting legacy. While this is generally a book that looks at Jay-Z positively, Dyson also looks critically at Jay-Z's infidelity, his partnership with the NFL and elsewhere. In each section, the path Dyson takes to explore connections with historical figures like Martin Luther King, Jr. or contemporaries like Nas are really interesting. This is a biography of Jay-Z's life, but not a year by year retelling of how the rapper came to be. Rather, it investigates Jay-Z through a number of different avenues so by the end, you feel like you know a lot about Jay-Z's history, but you also get a sense of more beyond just Jay-Z.<br/><br/>The best part about listening to this book was hearing Dyson rap Jay-Z lyrics. The hardest part about listening to the book is I kept wanting to stop to listen to all of the songs Dyson quotes in the book.",,,1,0
2615,The Innovator's Dilemma: The Revolutionary Book that Will Change the Way You Do Business,Clayton M. Christensen,"Christensen, Clayton M.",L.J. Ganser,"=""0060521996""","=""9780060521998""",0,4.04,Harper Paperbacks,Paperback,286,2003,1997,,2020/03/28,to-read,to-read (#271),to-read,,,,0,0
703,The Plot Against America,Philip Roth,"Roth, Philip",,"=""1400079497""","=""9781400079490""",4,3.79,Vintage International,Paperback,391,2005,2004,,2020/03/13,"audiobook, hoopla, library, fiction","audiobook (#113), hoopla (#18), library (#119), fiction (#1)",read,,,,1,0
6480781,Open,Andre Agassi,"Agassi, Andre","J.R. Moehringer, Андре Агаси","=""0307268195""","=""9780307268198""",0,4.29,Knopf,Hardcover,388,2009,2009,,2020/03/25,to-read,to-read (#270),to-read,,,,0,0
762563,Ball Four,Jim Bouton,"Bouton, Jim",,"=""0020306652""","=""9780020306658""",0,4.04,Wiley,Paperback,504,1990,1970,,2020/03/25,to-read,to-read (#269),to-read,,,,0,0
582755,Ghosts of Manila: The Fateful Blood Feud Between Muhammad Ali and Joe Frazier,Mark Kram,"Kram, Mark",,"=""0060954809""","=""9780060954802""",0,3.89,Harper Perennial,Paperback,240,2002,2001,,2020/03/25,to-read,to-read (#268),to-read,,,,0,0
1436469,From Ghetto to Glory,Bob Gibson,"Gibson, Bob",Phil Pepe,"=""""","=""""",0,4.16,Popular Library,Hardcover,,1968,1968,,2020/03/25,to-read,to-read (#267),to-read,,,,0,0
70510,Redemption Song: Muhammad Ali and the Spirit of the Sixities,Mike Marqusee,"Marqusee, Mike",Michael Marqusee,"=""1844675270""","=""9781844675272""",0,4.24,Verso,Paperback,326,2005,1999,,2020/03/25,to-read,to-read (#266),to-read,,,,0,0
51045613,Deacon King Kong,James   McBride,"McBride, James",,"=""073521672X""","=""9780735216723""",0,4.18,Riverhead Books,Hardcover,384,2020,2020,,2020/03/23,to-read,to-read (#265),to-read,,,,0,0
43582376,The Body: A Guide for Occupants,Bill Bryson,"Bryson, Bill",,"=""0385539304""","=""9780385539302""",4,4.31,Doubleday Books,Hardcover,450,2019,2019,2020/03/15,2019/11/28,"audiobook, library, overdrive, nonfiction, science","audiobook (#112), library (#118), overdrive (#86), nonfiction (#13), science (#1)",read,"Our human bodies are incredible. The number of things they do to keep us alive on a day-to-day basis is amazing and Bryson uses engaging storytelling to give us all the details. Equally interesting is how little we know about how everything works - there is still so much to learn.<br/><br/>Given that we are in the midst of the coronavirus COVID-19 outbreak, the section on disease was unsettling, so maybe hold off on reading this book until we have gotten a better handle on this pandemic (assuming that happens).",,,1,0
52371836,The Anarchy: The Relentless Rise of the East India Company,William Dalrymple,"Dalrymple, William",,"=""""","=""""",0,4.19,Bloomsbury Publishing,Kindle Edition,576,2019,2019,,2019/12/28,to-read,to-read (#204),to-read,,,,0,0
34563821,Disappearing Earth,Julia  Phillips,"Phillips, Julia",,"=""""","=""""",0,3.85,Knopf,Hardcover,312,2019,2019,,2020/03/12,to-read,to-read (#264),to-read,,,,0,0
36547139,How Democracy Ends,David Runciman,"Runciman, David",,"=""1541616782""","=""9781541616783""",0,3.71,"Basic Books/Hachette Book Group, Inc.",Hardcover,256,2018,2018,,2020/03/11,to-read,to-read (#263),to-read,,,,0,0
52269471,Mindf*ck: Cambridge Analytica and the Plot to Break America,Christopher Wylie,"Wylie, Christopher",Graham Halstead,"=""1984854631""","=""9781984854636""",5,4.38,Random House/Penguin Random House LLC,Hardcover,288,2019,2019,,2019/12/09,"audiobook, library, overdrive","audiobook (#92), library (#99), overdrive (#73)",read,That was terrifying,,,1,0
35606508,What You Are Getting Wrong About Appalachia,Elizabeth Catte,"Catte, Elizabeth",,"=""0998904147""","=""9780998904146""",4,4.03,Belt Publishing,Paperback,146,2018,2018,,2019/03/08,"audiobook, hoopla, library, nonfiction","audiobook (#111), hoopla (#17), library (#117), nonfiction (#12)",read,"Hillbilly Elegy was one person's view on the challenges of Appalachia. While it was entertaining and engaging, this book does a good job showing why that viewpoint is limited (Appalachia is gigantic with a broad history and more than just poor white people in it) and also part propoganda (feeds into MAGA and allows people to ignore racism). This is more history book than narrative compared to Hillbilly Elegy, and it is really a must read for anyone who reads Hillbilly Elegy first.",,,1,0
10211494,Stories I Only Tell My Friends,Rob Lowe,"Lowe, Rob",,"=""080509329X""","=""9780805093292""",5,3.84,Henry Holt and Co.,Hardcover,320,2011,2011,2020/03/05,2020/03/05,"biography, audiobook, overdrive, library","biography (#5), audiobook (#110), overdrive (#85), library (#116)",read,"I loved this book. Hearing Rob Lowe read it, and also do accents for the many people he knows in all the stories he tells made it that much better. He tells a deeply personal story about the exciting parts of being famous, the craft of acting, and also the challenges that anyone can face. As a huge West Wing fan, the final chapters are extra special as he details his experience on the show. Rob Lowe's character Chris Traeger is a favorite of mine, especially since I work in local government. Even though that character is a bit over the top, through this book you can see how Rob Lowe brings a similar passion to his life every day. Ultimately, his description of his love for family is the most meaningful part. I hope he writes more in the future.",,,1,0
12262741,Wild: From Lost to Found on the Pacific Crest Trail,Cheryl Strayed,"Strayed, Cheryl",,"=""0307592731""","=""9780307592736""",0,4.04,Knopf,Hardcover,315,2012,2012,,2020/03/04,to-read,to-read (#262),to-read,,,,0,0
52069659,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Camille Fournier,"Fournier, Camille",Janet Metzger,"=""""","=""9781452632179""",5,4.26,"Tantor Media, Inc.",Audiobook,,2019,2017,,2019/12/25,"audiobook, hoopla, library, nonfiction, management","audiobook (#101), hoopla (#15), library (#108), nonfiction (#3), management (#1)",read,,,,1,0
25899336,When Breath Becomes Air,Paul Kalanithi,"Kalanithi, Paul",,"=""""","=""""",5,4.39,Random House,Kindle Edition,208,2016,2016,2020/02/27,2020/02/25,"library, overdrive, audiobook, nonfiction","library (#114), overdrive (#83), audiobook (#108), nonfiction (#10)",read,,,,1,0
28684704,Dark Matter,Blake Crouch,"Crouch, Blake",,"=""""","=""""",5,4.13,Broadway Books,Kindle Edition,352,2016,2016,,2019/09/07,,,read,,,,0,0
22237142,A Burglar's Guide to the City,Geoff Manaugh,"Manaugh, Geoff",,"=""0374117268""","=""9780374117269""",0,3.35,Fsg Originals,Paperback,296,2016,2015,,2020/02/15,to-read,to-read (#261),to-read,,,,0,0
40048959,No Hard Feelings: Emotions at Work and How They Help Us Succeed,"Mollie West Fosslien, Liz, Duffy","Duffy, Mollie West Fosslien, Liz,",,"=""0241328705""","=""9780241328705""",0,4.05,Penguin Uk,Paperback,304,2019,2019,,2020/02/15,to-read,to-read (#260),to-read,,,,0,0
44562795,The Age of Surveillance Capitalism: The Fight for a Human Future at the New Frontier of Power,Shoshana Zuboff,"Zuboff, Shoshana",Nicol Zanzarella,"=""""","=""""",5,4.06,Hachette Audio,Audible Audio,,2019,2018,,2019/12/28,"audible, audiobook, nonfiction, technology","audible (#12), audiobook (#106), nonfiction (#8), technology (#1)",read,"<b>Who knows? Who decides? Who decides who decides?</b><br/><br/>This was a comprehensive book that did a deep dive into how we should all be concerned about the ways in which the data we create every day is collected and used to more efficiently sell us stuff, and ultimately, Zuboff argues, create behavioral modification.<br/><br/>My job is to help my organization figure out how to use data to make better decisions. I have seen the ways that counting things, looking at trends, and predicting outcomes can make the organization better. As we look at bringing on more technology that can help us better understand the things happening on a day-to-day basis, I have no doubt that we will have more ability to be guided to a good choice.<br/><br/>BUT...I also know how easily that can switch. Without considering the bias of data collected, those trend or predictive analyses can become horribly biased and cause harm to people. Without understanding the secondary uses of data collected by new technologies, people can lose their privacy without even knowing it.<br/><br/>A few things that stuck with me from the book:<br/>- She talks about how Karl Marx considered how power goes to those that control the means of production. But in a Surveillance Capitalist society, it is not the means of production, but the owners of the means of behavioral modification that hold power - and that is increasingly companies like Google, Microsoft, Facebook, and Amazon. <br/><br/>- She says that people don't know what they are sharing, how it is being used, and also people don't know their own preferences. Additionally, apps that offer choices to protect privacy often work less well if those choices are selected. Add to that the long license agreements people generally just accept without even thinking, and we are set up for a system of massive data collection with very little knowledge about exactly what that means. <br/><br/>- She talks about how there is no longer any way to be ""off stage"" and to be yourself. She specifically focuses on young people and how things like Facebook are specifically developed to be almost addictive to the user, especially kids and young adults. Prior to this age of surveillance capitalism, you might be able to hide in your room or go on a walk and not need to be worried about being tracked, followed, marketed to, and evaluated. That no longer exists.<br/><br/>The book is excellent, it is scary and concerning. It was also very long. That meant she could go into deep detail, but it also likely means not as many people will read it, which is unfortunate. I likely won't stop using most of the services I use because to some degree they are a necessary part of life. It will make me think about the policy I work to set in my own job to have better transparency around the kinds of technologies we deploy, data we use, and decisions we automate thanks to that data. <br/><br/>These are conversations we need to have more of, and quickly. Highly recommend others read the book.<br/><br/>",,,1,0
51243325,Wilmington's Lie: The Murderous Coup of 1898 and the Rise of White Supremacy,David Zucchino,"Zucchino, David",,"=""0802128386""","=""9780802128386""",0,4.44,Atlantic Monthly Press,Hardcover,426,2020,2020,,2020/02/01,to-read,to-read (#247),to-read,,,,0,0
